id,商品编码,商品名称,品牌名称,规格,单位,生产厂家,批准文号,库存数量,疾病分类统一,商品类别,医保类型,工业采购价,客户采购价格,建议零售价,工业毛利额,客户毛利额,客户毛利率,上架日期,最后一次采购日期
1d7f764f-1764-4193-b1b0-1a5a43d73bd1,7138045659575222385,独一****胶囊,蜀汉本草,0.6g*18粒*2板,盒,贵州****有限公司,国药准字Z20070048,86150,风湿骨病,处方用药.中成药,乙类,6.0,9.48,29.8,3.48,20.32,0.6818791946308724,2023-12-11,2023-11-30
0a9c018c-e4a9-4d7a-8902-cebd04e1b19a,6970878582294057407,聚维****乳膏,驰铭,2g*4支,盒,湖北****有限公司,国药准字H42020887,0,妇科用药,处方用药.抗生素制剂,乙类,5.2,8.29,24.8,3.09,16.51,0.665725806451613,2020-10-09,2020-11-24
65f09564-e650-4217-a023-5adc12c1032c,6970878583019672151,克霉****道片,驰铭,0.5g*1片/板*4板/盒,盒,山东****责任公司,国药准字H20065217,26676,妇科用药,甲类OTC.抗生素制剂,甲类,9.7,15.55,48.0,5.85,32.45,0.6760416666666668,2021-02-03,2024-01-05
2743d1d1-002f-487f-82e7-aab4c230c462,6970878582294057750,双唑****道泡腾片,驰铭,14片/盒,盒,河南****有限公司,国药准字H20057199,0,妇科用药,甲类OTC.抗生素制剂,乙类,8.568,12.99,39.8,4.422,26.81,0.6736180904522613,2021-03-07,2023-04-27
6d927cd5-b07f-4929-b916-f0e6243bbabd,6970878583023866139,硝酸****道软胶囊,驰铭,0.4g*3粒*2板,盒,江苏****有限公司,国药准字H20173399,0,妇科用药,处方用药.抗生素制剂,非医保,8.0,12.58,39.8,4.58,27.22,0.6839195979899497,2021-05-05,2021-04-25
d8f8151e-41ff-4492-9cd0-1954161762ec,6970878583019672111,硝酸****唑栓,驰铭,0.2g*8枚,盒,湖北****有限公司,国药准字H20056191,0,妇科用药,甲类OTC.抗生素制剂,甲类,4.0,6.28,24.8,2.28,18.52,0.746774193548387,2021-05-24,2022-10-10
6f496a93-08c8-4bce-8911-29c62798b792,6970878583023866161,聚维****溶液,驰铭,5%*200ml/瓶,盒,上海****有限公司,国药准字H20045241,0,妇科用药,化学药制剂.乙类OTC,乙类,5.2,7.99,26.0,2.79,18.01,0.6926923076923077,2021-05-29,2022-09-01
9ec672a3-565a-4376-ba06-884d45f56399,6970878583019671978,甲硝****己定洗剂,驰铭,300ml/瓶,盒,四川****有限公司,国药准字H20066232,52654,妇科用药,甲类OTC.抗生素制剂,乙类,5.5,8.79,28.0,3.29,19.21,0.6860714285714286,2021-10-23,2023-12-15
0db6764d-9c79-41b6-8323-e04c533fd3fe,6970878582294057561,甲硝****道泡腾片,驰铭,10片*1板,盒,吉林****有限公司,国药准字H22022135,0,妇科用药,甲类OTC.抗生素制剂,甲类,2.5,3.95,16.0,1.45,12.05,0.753125,2021-11-17,2022-01-07
cbfa50e0-8f76-4630-b4af-60eaacb5ed45,6970878583019671744,苦****碱栓,驰铭,50mg*8粒,盒,成都****有限公司,国药准字H51023357,2810,妇科用药,处方用药.化学药制剂,乙类,3.5,5.6,18.0,2.1,12.4,0.6888888888888889,2021-12-30,2023-10-24
038576aa-d64d-4cc8-810c-4d001eb69280,6970878583019672103,复方****油栓,驰铭,8粒/盒,盒,广西****有限公司,国药准字H20055737,0,妇科用药,化学药制剂.甲类OTC,乙类,6.65,10.46,32.0,3.81,21.54,0.673125,2022-01-24,2022-02-25
6d2514cb-02b9-4df2-8869-b0331ad720ce,6970878583019671638,妇洁****洗液,蜀汉本草,215ml/瓶,盒,吉林****有限公司,国药准字B20050058,26517,妇科用药,处方用药.中成药,非医保,5.4,8.48,25.0,3.08,16.52,0.6607999999999999,2022-05-23,2023-12-01
1d729b91-53ad-463b-9528-046210806035,6970878583019672096,消****糜栓,蜀汉本草,5粒*1板/盒,盒,通化****有限公司,国药准字Z22024888,35626,妇科用药,甲类OTC.中成药,乙类,7.16,11.49,39.0,4.33,27.51,0.7053846153846154,2022-05-31,2023-12-06
0405255a-94bb-4324-a71c-c9e70f43bc03,7031502980075618305,聚甲****醛阴道栓,驰铭,90mg*9粒,盒,黑龙****责任公司,国药准字H20183148,15429,妇科用药,处方用药.化学药制剂,乙类,6.3,10.08,28.0,3.78,17.92,0.64,2023-02-14,2023-11-29
184fe9c3-a0f7-4aa9-81d2-027f8631ec72,7042041062877560833,金****洗液,蜀汉本草,150ml,盒,浙江****有限公司,国药准字B20020161,58412,妇科用药,乙类OTC.中成药,非医保,5.6,8.99,30.0,3.39,21.01,0.7003333333333334,2023-03-19,2024-01-08
fe3acae6-1acf-4397-9ca6-f0b6bd4f770e,7048928781402636289,复方****洗液,蜀汉本草,170毫升/瓶,盒,广西****有限公司,国药准字B20020721,58522,妇科用药,处方用药.中成药,非医保,6.5,10.29,32.8,3.79,22.51,0.6862804878048782,2023-04-02,2023-11-17
815e83f6-8c41-47da-80cb-121583a52ad5,7084774133489205248,乳癖****贴膏,蜀汉本草,5片,盒,安徽****有限公司,国药准字Z20204076,14733,妇科用药,处方用药.中成药,非医保,3.79,10.98,28.0,7.19,17.02,0.6078571428571429,2023-07-12,2023-07-06
b019a4e1-75ca-447e-8592-23f1a47e74df,7084773959769784320,妇科****应膏,蜀汉本草,5片,盒,安徽****有限公司,国药准字Z20204075,1070,妇科用药,处方用药.中成药,非医保,4.0,5.99,28.0,1.99,22.01,0.7860714285714286,2023-07-12,2023-07-06
0f06b88f-cdc8-44ef-ad70-670d45136ffb,7119562395164868732,抗H****蛋白凝胶,芙新,5g/支,盒,湖南****有限公司,湘械注准20222180753,5950,妇科用药,Ⅱ17-18妇产科、辅助生殖和避孕器械,非医保,4.6,41.98,79.0,37.38,37.02,0.4686075949367089,2023-10-18,2023-09-08
b4bd5ec9-71c6-4258-8c38-f5dbc3908ab9,7132973458430361674,双****泰栓,驰铭,8枚*1板,盒,山西****有限公司,国药准字H20056838,11090,妇科用药,化学药制剂.甲类OTC,非医保,6.4,9.18,28.0,2.78,18.82,0.6721428571428572,2023-11-26,2024-01-12
4ec0c185-6897-418a-ac13-440764f0d205,7147841259405836367,苦****碱栓,驰铭,7粒/盒,盒,湖北****有限公司,国药准字H20059386,38310,妇科用药,处方用药.化学药制剂,非医保,3.0,4.75,16.0,1.75,11.25,0.703125,2024-01-03,2023-11-06
911b0fde-b210-4209-9982-eb5f9b286bd9,6970878583019671778,乌鸡****凤丸,蜀汉本草,6g*6袋,盒,石家****有限公司,国药准字Z20194078,0,妇科用药,甲类OTC.中成药,甲类,4.3,5.99,16.0,1.69,10.01,0.625625,2020-06-08,2022-10-14
ee3a7177-781a-4eae-b458-901fbfca58fa,6970878583019671999,逍****遥丸,蜀汉本草,168丸/瓶（浓缩丸）,盒,河南****有限公司,国药准字Z41020026,0,妇科用药,甲类OTC.中成药,甲类,6.3,4.49,19.8,-1.81,15.31,0.7732323232323233,2020-06-17,2021-03-15
e8e31f83-0996-4097-b586-536c6fa8c56c,6970878583019672035,益母****颗粒,蜀汉本草,15g*11袋,盒,广西****有限公司,国药准字Z45020484,53470,妇科用药,乙类OTC.中成药,甲类,3.65,5.89,25.0,2.24,19.11,0.7644,2020-06-28,2023-12-18
61f07e32-5355-4331-af58-f64268d78fc5,6970878582294057643,妇科****颗粒,蜀汉本草,14g*10袋,盒,福建****山制药厂,国药准字Z20026673,0,妇科用药,乙类OTC.中成药,乙类,4.59,7.2,25.0,2.61,17.8,0.7120000000000001,2020-08-12,2023-02-14
c40217dc-10cc-4a77-be97-364e9c2d5f7b,6970878583023865936,左炔****酮片,驰铭,1.5mg*2片,盒,山东****有限公司,国药准字H20184035,107220,妇科用药,化学药制剂.甲类OTC,乙类,6.5,10.28,36.0,3.78,25.72,0.7144444444444444,2020-08-24,2023-10-31
6b2b16ff-7eca-4d62-af83-34f11698d82c,6970878582294057599,田七****胶囊,蜀汉本草,0.4g*10粒*3板,盒,通化****有限公司,国药准字Z20093571,0,妇科用药,甲类OTC.中成药,乙类,2.754,4.35,25.0,1.596,20.65,0.826,2020-11-08,2023-02-14
6be03655-f68d-408c-a5eb-5d298ad3596a,6970878582294057589,妇科****经片,蜀汉本草,12片*3板,盒,广西****有限公司,国药准字Z45020457,0,妇科用药,乙类OTC.中成药,乙类,1.836,2.89,15.0,1.054,12.11,0.8073333333333333,2020-11-08,2023-07-06
eb36fb04-8471-404c-be73-817fc8c1477f,6970878583019671815,抗****炎片,蜀汉本草,0.26g*36片（薄膜衣片）,盒,江西****有限公司,国药准字Z36020278,64350,妇科用药,甲类OTC.中成药,乙类,2.1,3.39,11.8,1.29,8.41,0.7127118644067796,2020-11-08,2023-12-27
86ebb946-7571-4ed2-aac6-26e33c9c3e70,6970878582294057841,妇炎****复片,蜀汉本草,0.35g*10片*4板,盒,云南****有限公司,国药准字Z53021551,74720,妇科用药,甲类OTC.中成药,乙类,4.07,6.49,24.8,2.42,18.31,0.7383064516129032,2020-12-06,2023-12-26
9f1bf97d-b8f0-4198-98a7-9a250729193c,6970878583019672093,黄****素片,蜀汉本草,0.1g*11片*3板,盒,云南****有限公司,国药准字Z20054378,29672,妇科用药,处方用药.中成药,乙类,5.7,9.09,30.0,3.39,20.91,0.697,2021-01-11,2023-12-15
838d88b5-60ce-41b2-95e8-743f7c7316d0,6970878583023866143,盆炎****胶囊,蜀汉本草,0.4g*42粒,盒,吉林****有限公司,国药准字Z20060314,20222,妇科用药,处方用药.中成药,乙类,5.3,8.49,28.0,3.19,19.51,0.6967857142857143,2021-01-17,2023-12-22
6bfa7b85-2cf0-4ae6-a3fd-2ca6baf9a23e,6970878582294057526,妇****康片,蜀汉本草,15片*2板,盒,吉林****有限公司,国药准字Z22020211,0,妇科用药,处方用药.中成药,乙类,4.692,7.35,25.0,2.658,17.65,0.706,2021-01-27,2022-05-26
a267321d-ea8d-438b-a927-4447cc38d058,6970878583019671736,乳****宁片,蜀汉本草,0.35g*18片*3板,盒,安阳****有限公司,国药准字Z20064126,0,妇科用药,处方用药.中成药,乙类,3.05,5.18,23.8,2.13,18.62,0.7823529411764706,2021-03-29,2021-12-15
45a57d6d-86c1-4e18-af21-8043d5f7f900,6970878583019672027,乳****宁片,蜀汉本草,0.33g*14片*5板,盒,吉林****有限公司,国药准字Z20055401,27649,妇科用药,处方用药.中成药,乙类,4.35,6.98,36.0,2.63,29.02,0.8061111111111111,2021-04-10,2024-01-12
4192665b-31e4-450e-9cda-1d32b7a0cfe7,6970878582294057611,妇科****带片,蜀汉本草,0.32g12片*2板（糖衣）,盒,长春****有限公司,国药准字Z20093482,46084,妇科用药,甲类OTC.中成药,非医保,1.73,2.79,10.0,1.06,7.21,0.721,2021-05-10,2023-12-01
fe07a023-fb4f-4c31-a8df-9d3b8e465761,6970878583757869120,妇科****血灵,蜀汉本草,0.37g*15片*4板（薄膜衣）,盒,辽宁****有限公司,国药准字Z21020848,50,妇科用药,处方用药.中成药,乙类,5.5,8.85,28.0,3.35,19.15,0.6839285714285713,2021-05-11,2024-01-18
11552011-efb5-4a2e-a5ba-4c8c6cbf9a46,6970878582294057502,逍****遥丸,蜀汉本草,168丸*2瓶,盒,河南****有限公司,国药准字41020026,39397,妇科用药,甲类OTC.中成药,甲类,7.2,11.38,38.0,4.18,26.62,0.7005263157894737,2021-05-23,2024-01-15
afccd45b-5f95-4a4c-a519-f4a9391c7531,6970878582294057645,妇****康片,蜀汉本草,0.52g*12片*4板（薄膜衣）,盒,广东****有限公司,国药准字Z44023648,64229,妇科用药,处方用药.中成药,乙类,5.5,8.79,29.8,3.29,21.01,0.7050335570469799,2021-06-15,2024-01-18
48e197c5-fa24-42f3-9c24-c691141dea9c,6970878582294057604,更年****胶囊,蜀汉本草,12粒/板*3板,盒,郑州****有限公司,国药准字Z20033194,77990,妇科用药,甲类OTC.中成药,乙类,3.6,5.75,23.8,2.15,18.05,0.7584033613445378,2021-06-20,2023-11-16
53582d85-8904-4488-8556-c951e6fd3065,6970878583023865863,妇****宁片,蜀汉本草,0.25g*12片*4板(糖衣),盒,黑龙****滨分公司,国药准字Z23021109,0,妇科用药,甲类OTC.中成药,乙类,2.9886,4.69,23.8,1.7014,19.11,0.8029411764705882,2021-07-06,2023-06-18
e3e1f805-209e-4933-833d-67517e108b9a,6970878583019671807,益****草膏,蜀汉本草,125g/瓶,盒,武汉****有限公司,国药准字Z42021577,0,妇科用药,甲类OTC.中成药,甲类,2.907,4.58,16.0,1.673,11.42,0.71375,2021-10-12,2022-09-27
bbe67be7-abd1-4550-b711-2160fb4c278a,6970878583023866114,妇科****带膏,蜀汉本草,120g/瓶,盒,湖北****有限公司,国药准字Z42020994,0,妇科用药,甲类OTC.中成药,非医保,4.207768,7.55,26.0,3.342232,18.45,0.7096153846153845,2021-11-08,2021-11-02
59b664b5-6b12-471b-b352-15d94aaa432c,6970878583019671652,鸡血****颗粒,蜀汉本草,12g*7袋,盒,广西****有限公司,国药准字Z45020379,24507,妇科用药,甲类OTC.中成药,非医保,2.95,4.68,18.0,1.73,13.32,0.74,2021-12-06,2023-11-02
b51e09d7-831e-40e8-a59f-d36b497b9fab,6970878582294057689,痛****经丸,蜀汉本草,6g*5袋,盒,广西****有限公司,国药准字Z45021705,0,妇科用药,甲类OTC.中成药,乙类,4.08,6.39,25.0,2.31,18.61,0.7444,2022-02-27,2023-02-14
3392341b-efe9-49c4-b5cb-70b48d8922db,6970878583023865959,益母****颗粒,南王,15g*13袋,盒,恒拓****有限公司,国药准字Z45020937,0,妇科用药,乙类OTC.中成药,非医保,3.0,6.79,29.8,3.79,23.01,0.7721476510067115,2022-04-10,2022-06-10
1eb9fed1-9468-47e5-a4c6-6f168ce1754e,6970878583019671875,益母****颗粒,蜀汉本草,15g*13袋,盒,四川****有限公司,国药准字Z20020121,27306,妇科用药,乙类OTC.中成药,甲类,4.33,7.08,26.0,2.75,18.92,0.7276923076923077,2022-05-16,2024-01-03
bad27c30-fd59-446e-ad2c-f6462c941486,6970878583023866173,妇科****味片,蜀汉本草,12片*3板,盒,河南****有限公司,国药准字Z41020019,3914,妇科用药,处方用药.中成药,甲类,1.86,2.79,10.0,0.93,7.21,0.721,2022-07-11,2023-11-15
81df0696-cc87-4b16-b9a8-dc317007c3d7,6970878582294057627,当归****痛宁滴丸,蜀汉本草,15*9袋,盒,兰州****有限公司,国药准字Z62020027,60168,妇科用药,甲类OTC.中成药,非医保,9.5,24.0,56.0,14.5,32.0,0.5714285714285714,2022-07-18,2024-01-03
ec74814e-f3d6-47ed-a2e6-89d5f105a4f3,6970878583019671857,妇科****经片,蜀汉本草,12片*4板,盒,广西****有限公司,国药准字Z45020025,76559,妇科用药,甲类OTC.中成药,乙类,2.35,3.82,18.0,1.47,14.18,0.7877777777777778,2022-07-19,2024-01-22
1b8feb4b-f6ca-4fba-93da-43f4f65402f3,6970878583023866136,抗宫****散片,蜀汉本草,20片*2板,盒,恒拓****有限公司,国药准字Z20090163,55538,妇科用药,处方用药.中成药,非医保,4.0,6.28,24.8,2.28,18.52,0.746774193548387,2022-07-25,2023-12-04
b4b3fe64-0c6b-4552-9ed6-257432d70596,6970878582294057650,乳癖****胶囊,蜀汉本草,0.4g*10粒*3板/盒,盒,山西****有限公司,国药准字Z20090124,0,妇科用药,处方用药.中成药,非医保,4.284,7.19,23.8,2.906,16.61,0.6978991596638655,2022-07-25,2023-02-14
ce44d52a-7d4d-4f88-a7a4-032fccec8da3,6970878582294057562,妇科****胶囊,蜀汉本草,0.3g*12粒*3板,盒,陕西****有限公司,国药准字Z20080254,20449,妇科用药,处方用药.中成药,非医保,4.7,7.59,25.0,2.89,17.41,0.6964,2022-08-16,2023-10-05
1829f58f-5edb-4e66-a0df-7927f1e9262f,6990200118616129537,田七****胶囊,蜀汉本草,0.4g*15粒*3板,盒,山西****有限公司,国药准字Z14021862,49866,妇科用药,甲类OTC.中成药,乙类,3.978,6.25,29.8,2.272,23.55,0.790268456375839,2022-10-24,2024-01-22
ae3ba78b-10ef-4a05-8f8e-dd4900414680,6991664896748290048,乳****宁片,蜀汉本草,0.32g*54片,盒,安徽****有限公司,国药准字Z20064154,0,妇科用药,处方用药.中成药,乙类,3.2436,5.09,25.0,1.8464,19.91,0.7964,2022-10-26,2023-01-06
507aa231-0cdf-4ec6-8c44-c3d20bebec63,6993480905365127168,黄藤****胶囊,蜀汉本草,8粒*4板,盒,云南****有限公司,国药准字Z20060222,14935,妇科用药,处方用药.中成药,非医保,9.28,14.79,39.8,5.51,25.01,0.6283919597989951,2022-11-02,2023-06-25
6f1737ac-479f-46cb-b7c2-15a46166344a,7006144112701341696,产妇****颗粒,蜀汉本草,6g*12袋,盒,杨凌****有限公司,国药准字Z19993308,60,妇科用药,处方用药.中成药,乙类,5.1408,8.09,25.0,2.9492,16.91,0.6764,2022-12-06,2022-12-23
4a2cb1b0-8a2d-4fa4-be4f-f92619a866b0,7008718466853371905,益母****无糖型）,蜀汉本草,5克/袋*16袋（无糖型）,盒,江西****有限公司,国药准字Z20003155,55270,妇科用药,乙类OTC.中成药,非医保,6.08,9.78,32.8,3.7,23.02,0.701829268292683,2022-12-13,2023-05-23
177b74ca-4930-4d27-a5ab-6b998ed4514e,7011206914742812672,新生****颗粒,蜀汉本草,6g*9袋,盒,兰州****有限公司,国药准字Z20093394,45735,妇科用药,处方用药.中成药,乙类,3.0,4.85,16.0,1.85,11.15,0.696875,2022-12-21,2023-11-03
53733b9d-36cb-40c6-8fab-141a551d3477,7011570498500952064,益坤****颗粒,蜀汉本草,3g*10袋,盒,上海****有限公司,国药准字Z20050641,0,妇科用药,中成药,非医保,4.437,6.99,25.0,2.553,18.01,0.7204,2022-12-27,2023-01-10
b05d7aaf-91ab-442e-aa72-edd6c899c5ae,7013381980003893248,妇科****痒片,蜀汉本草,0.35g*10片*5板/盒,盒,广西****有限公司,国药准字Z20090125,21107,妇科用药,处方用药.中成药,非医保,9.0,14.28,39.8,5.28,25.52,0.6412060301507538,2022-12-27,2023-11-24
570952dd-f375-4ee8-9971-44f3d865ccd6,7034037929190227968,断血****散片,蜀汉本草,15片*2板,盒,恒拓****有限公司,国药准字Z20090596,0,妇科用药,处方用药.中成药,非医保,4.3,6.89,25.0,2.59,18.11,0.7243999999999999,2023-02-22,2023-05-13
249c01c2-1bef-400f-974c-b7789b1e1dc6,7063027521587511297,丹莪****煎膏,好大夫,15g*2袋,盒,云南****有限公司,国药准字Z20025253,344096,妇科用药,处方用药.中成药,乙类,11.0,28.0,59.0,17.0,31.0,0.5254237288135594,2023-05-11,2023-12-20
27f7a351-3efe-435b-ab5e-e4c18fe586b9,7066657610434871296,鸡****藤片,蜀汉本草,12片*2板,盒,江西****责任公司,国药准字Z36020493,86959,妇科用药,甲类OTC.中成药,非医保,1.4,2.19,8.0,0.79,5.81,0.72625,2023-05-22,2023-12-25
21e29812-7050-42eb-8a98-71202b034945,7074196056082743296,宫炎****胶囊,蜀汉本草,0.25g*30粒,盒,广东****有限公司,国药准字Z20188019,44150,妇科用药,处方用药.中成药,甲类,3.0,5.28,29.8,2.28,24.52,0.8228187919463087,2023-06-11,2023-12-04
4e9a8f7e-daa7-4835-ad2b-f1e91c4c1a34,7089492049313398785,加味****遥丸,蜀汉本草,6g*11袋,盒,四川****有限公司,国药准字Z20054465,24607,妇科用药,甲类OTC.中成药,乙类,5.17,8.19,28.0,3.02,19.81,0.7074999999999999,2023-08-06,2024-01-03
ba785e87-932e-4d9c-92ac-c94c0669c1d0,7131099378286329973,桂枝****苓丸,蜀汉本草,4g*8袋,盒,山西****有限公司,国药准字Z20093403,43280,妇科用药,处方用药.中成药,甲类,4.08,6.45,21.8,2.37,15.35,0.7041284403669724,2023-11-15,2023-11-13
03e1ceee-c9d7-4101-84ce-3a011ad153b5,7152852577229471744,乌鸡****凤丸,蜀汉本草,6g*9袋/盒,盒,湖北****有限公司,国药准字Z42021150,50730,妇科用药,甲类OTC.中成药,甲类,6.66,10.48,29.8,3.82,19.32,0.6483221476510067,2024-01-17,2023-11-10
3506f555-4891-414e-8be8-55fa86117abf,7122103781931876383,复方****草酸苷片,驰铭,7片*4板,盒,湖南****有限公司,国药准字H20093006,13050,肝胆用药,处方用药.化学药制剂,乙类,5.04,7.89,28.0,2.85,20.11,0.7182142857142857,2023-11-05,2023-10-18
a37d1351-d331-4554-aeb7-3ae99dedcd80,6970878583023865861,益****胆片,蜀汉本草,0.55g*12片*3板,盒,合肥****有限公司,国药准字Z20093015,38850,肝胆用药,处方用药.中成药,乙类,4.32,6.9,24.0,2.58,17.1,0.7125,2020-10-27,2023-11-14
4c8ff263-3965-49ae-8a71-e00c09e6611a,6970878583019672115,利胆****石片,蜀汉本草,15片*4板（糖衣片）,盒,广西****有限公司,国药准字Z45021232,59993,肝胆用药,处方用药.中成药,乙类,2.7,4.39,16.0,1.69,11.61,0.725625,2020-11-02,2024-01-22
ffcd20ce-d843-4bf2-b8ac-18a450a3e592,6970878583757869163,消炎****胆片,蜀汉本草,0.26g*120片,盒,云南****有限公司,国药准字Z53020252,0,肝胆用药,处方用药.中成药,甲类,3.8,6.08,20.0,2.28,13.92,0.696,2020-11-02,2023-09-25
36071bd8-fbad-42a0-bbf8-ce669f8a8bf5,6970878582294057490,护****肝片,蜀汉本草,20片*6板,盒,吉林****有限公司,国药准字Z22023798,96109,肝胆用药,处方用药.中成药,甲类,6.72,10.58,38.0,3.86,27.42,0.7215789473684211,2021-01-27,2024-01-12
4404ac5f-3a43-4c26-82fb-490939bc3356,6970878583019671948,龙胆****肝丸,蜀汉本草,6g*8袋,盒,河南****限公司）,国药准字Z41020022,66803,肝胆用药,甲类OTC.中成药,甲类,3.6,5.79,19.8,2.19,14.01,0.7075757575757575,2021-04-14,2024-01-19
e312d81b-3158-4bc6-8c77-973f92d026a0,6970878583023866101,复方****胶囊,蜀汉本草,12粒*5板,盒,长春****有限公司,国药准字Z22025562,26499,肝胆用药,处方用药.中成药,乙类,8.3,13.28,41.8,4.98,28.52,0.6822966507177034,2021-10-17,2024-01-22
a9c0fe73-60c4-431d-a221-244eb13941fa,6970878583023866212,龙胆****肝片,蜀汉本草,48片(糖衣片）,盒,广西****有限公司,国药准字Z20003367,60458,肝胆用药,甲类OTC.中成药,甲类,3.5904,5.69,19.8,2.0996,14.11,0.7126262626262626,2022-02-27,2023-09-06
134936e7-4a91-4ae1-ad10-101ded5d2e25,6970878582294057389,乙肝****胶囊,蜀汉本草,0.25g*12粒*3板,盒,陕西****有限公司,国药准字Z61020092,18940,肝胆用药,处方用药.中成药,乙类,5.0,7.99,28.0,2.99,20.01,0.7146428571428572,2022-07-10,2023-09-10
153d191c-3257-4309-930b-4b6dd9a9c9a1,6970878583757869205,舒肝****胶囊,蜀汉本草,0.4g*30粒,盒,兰州****有限公司,国药准字Z20026871,120981,肝胆用药,甲类OTC.中成药,非医保,8.0,12.89,48.0,4.89,35.11,0.7314583333333333,2022-07-25,2023-10-27
d174fae3-967f-4f9c-98ff-4f2eab581225,6970878583757869216,排石****胶囊,蜀汉本草,0.5g*10粒*4板,盒,广东****有限公司,国药准字Z20090628,779,肝胆用药,处方用药.中成药,非医保,8.2,13.09,39.8,4.89,26.71,0.671105527638191,2022-08-07,2023-10-07
c4b315d8-f7f9-44c0-8391-3a483d617281,6970878583757869410,复方****草酸苷片,驰铭,10片/板*4板,盒,江苏****有限公司,国药准字H20153162,0,肝胆用药,处方用药.化学药制剂,乙类,8.6,14.09,48.0,5.49,33.91,0.7064583333333333,2022-10-06,2023-06-18
0ceb5b62-07ca-432d-9c22-8ac5bd67709a,6989103079605927936,排石****颗粒,蜀汉本草,10g*10袋,盒,江西****责任公司,国药准字Z20064143,0,肝胆用药,处方用药.中成药,乙类,8.262,12.99,39.8,4.728,26.81,0.6736180904522613,2022-10-19,2023-02-14
362a857f-190a-4f3d-a8ae-4b4af78f0c8b,6992765370306134016,胆舒****胶囊,蜀汉本草,0.3g*10粒/板*5板/盒,盒,河北****有限公司,国药准字Z20050307,0,肝胆用药,处方用药.中成药,乙类,7.65,11.99,38.0,4.34,26.01,0.6844736842105263,2022-10-30,2023-04-13
51f2b4ba-d65b-4159-af88-ee0c0e5d1c2d,6993814061859340288,肌苷****溶液,驰铭,10ml*12支(2%),盒,吉林****有限公司,国药准字H22024669,14808,肝胆用药,化学药制剂.甲类OTC,非医保,5.8,9.29,29.8,3.49,20.51,0.688255033557047,2022-11-02,2023-12-28
d606c0d3-f0d9-4ed3-9240-579480c0bb2a,7001781887689687040,利胆****痛片,蜀汉本草,16片*3板,盒,吉林****有限公司,国药准字Z22022700,18630,肝胆用药,处方用药.中成药,非医保,5.45,8.75,29.0,3.3,20.25,0.6982758620689655,2022-11-23,2023-08-28
0920d268-373c-49c9-a16a-0ee35d1afa7f,7003592258377351168,龙胆****肝丸,蜀汉本草,6克*8袋,盒,山东****有限公司,国药准字Z37021162,37626,肝胆用药,甲类OTC.中成药,甲类,3.2,5.15,19.8,1.95,14.65,0.73989898989899,2022-11-28,2023-11-10
aa2ad09f-455c-42ad-a32f-2797dda6f758,7031079248588832769,排石****颗粒,蜀汉本草,10g*10袋,盒,山西****有限公司,国药准字Z20064224,0,肝胆用药,处方用药.中成药,非医保,5.355,8.39,28.0,3.035,19.61,0.7003571428571428,2023-02-21,2023-02-10
411796f0-aa26-4376-bb67-ddadb64850c9,7127848782628651091,消炎****胆片,蜀汉本草,150片/瓶,盒,吉林****有限公司,国药准字Z20063012,37520,肝胆用药,处方用药.中成药,甲类,4.6,7.28,25.0,2.68,17.72,0.7088,2023-11-13,2023-08-01
e414a56f-c8c3-451d-871d-666e639c3554,7154033058705309817,龙胆****肝片,蜀汉本草,12片*3板,盒,吉林****有限公司,国药准字Z22022899,68200,肝胆用药,甲类OTC.中成药,甲类,2.9,4.58,16.0,1.68,11.42,0.71375,2024-01-23,2024-01-15
e4f4e1ae-efab-4731-868d-3fa2d108eba5,7016647182958985216,氯芬****敏片,驰铭,24片*2板,盒,天方****有限公司,国药准字H41024347,0,感冒用药,处方用药.化学药制剂,乙类,1.734,3.85,15.0,2.116,11.15,0.7433333333333334,2023-01-05,2023-02-02
d59d9f0a-b0ae-47da-8208-4304121a2b28,7093057360524476416,复方****酚烷胺片,驰铭,8片/板*2板,盒,四川****有限公司,国药准字H20046523,254925,感冒用药,化学药制剂.甲类OTC,非医保,2.1,3.29,12.0,1.19,8.71,0.7258333333333334,2023-08-06,2024-01-18
db24aee9-b71d-499f-b36a-adbbedb4d2a6,6970878583019672033,抗菌****炎片,蜀汉本草,0.5g*48片,盒,广西****有限公司,国药准字Z45021488,47152,感冒用药,甲类OTC.中成药,非医保,3.9,6.29,19.8,2.39,13.51,0.6823232323232323,2020-07-04,2023-12-14
55e4abb2-fec2-4a89-959e-f13aece566d7,7137680633140346976,银翘****毒丸,北京同仁堂,30g/瓶,盒,北京****司制药厂,国药准字Z20044278,7330,感冒用药,处方用药.中成药,甲类,6.36,9.99,29.8,3.63,19.81,0.6647651006711409,2023-12-11,2023-11-23
de103407-0719-48ab-9b57-30d4fe21aa61,7106876496618717216,对乙****氨基酚片,颐君,0.3g*10片/板*1板,盒,通化****有限公司,国药准字H22020891,0,感冒用药,化学药制剂.乙类OTC,乙类,0.2,0.99,9.0,0.79,8.01,0.89,2023-09-13,2023-09-10
c8371697-76c1-4df2-9b55-0f8657908663,6970878582294057476,藿香****气丸,蜀汉本草,168丸/瓶（浓缩丸）,盒,河南****有限公司,国药准字Z41020024,0,感冒用药,甲类OTC.中成药,甲类,6.3,4.41,19.8,-1.89,15.39,0.7772727272727272,2020-06-09,2022-10-17
